KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EchoTime_x	EffectiveEchoSpacing	EffectiveEchoSpacing_x	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	RepetitionTime_x	TotalReadoutTime	TotalReadoutTime_x	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim1_x	VoxelSizeDim2	VoxelSizeDim2_x	VoxelSizeDim3	VoxelSizeDim3_x	FilePath	DROP	WHY
datatype-anat_run-02_suffix-minIP_acquisition-axial__1	datatype-anat_run-02_suffix-minIP_acquisition-axial	1		0		0		0	0	0	4	288	384	1	0.00366	0.00366			4	18	FALSE	LAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	40	40	/sub-83999/ses-1/anat/sub-83999_ses-1_acq-axial_run-02_minIP.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-coronal__1	datatype-anat_run-01_suffix-minIP_acquisition-coronal	1		0		0		0	0	0	4	288	76	1	0.00366	0.00366			4	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	200	200	/sub-83999/ses-1/anat/sub-83999_ses-1_acq-coronal_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-coronal__1	datatype-anat_run-02_suffix-minIP_acquisition-coronal	1		0		0		0	0	0	4	288	76	1	0.00366	0.00366			4	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	200	200	/sub-83999/ses-1/anat/sub-83999_ses-1_acq-coronal_run-02_minIP.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-01_suffix-minIP_acquisition-sagittal	1		0		0		0	0	0	4	384	76	1	0.00366	0.00366			4	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	150	150	/sub-83999/ses-1/anat/sub-83999_ses-1_acq-sagittal_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-02_suffix-minIP_acquisition-sagittal	1		0		0		0	0	0	4	384	76	1	0.00366	0.00366			4	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	150	150	/sub-83999/ses-1/anat/sub-83999_ses-1_acq-sagittal_run-02_minIP.nii.gz	0	
datatype-perf_run-01_suffix-asl__1	datatype-perf_run-01_suffix-asl	1	CASL								1	64	64	32	0.01003				1	90	FALSE	LAS+	Separate	perf		0	71	FALSE		1		4.33679				FALSE	3.75		3.75		3.75		/sub-84354/ses-1/perf/sub-84354_ses-1_run-01_asl.nii.gz		
datatype-perf_run-02_suffix-asl__1	datatype-perf_run-02_suffix-asl	1	CASL								1	64	64	32	0.01003				1	90	FALSE	LAS+	Separate	perf		0	70	FALSE		1		4.34167				FALSE	3.75		3.75		3.75		/sub-84354/ses-1/perf/sub-84354_ses-1_run-02_asl.nii.gz		
datatype-perf_run-01_suffix-m0scan__1	datatype-perf_run-01_suffix-m0scan	1									1	64	64	32	0.01003				1	90	FALSE	LAS+		perf		0	2	FALSE		1		4				FALSE	3.75		3.75		3.75		/sub-84354/ses-1/perf/sub-84354_ses-1_run-01_m0scan.nii.gz		
datatype-perf_run-02_suffix-m0scan__1	datatype-perf_run-02_suffix-m0scan	1									1	64	64	32	0.01003				1	90	FALSE	LAS+		perf		0	2	FALSE		1		4				FALSE	3.75		3.75		3.75		/sub-84354/ses-1/perf/sub-84354_ses-1_run-02_m0scan.nii.gz		
datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	1									1	64	64	48	0.025		0.000599992		1	30	TRUE	LAS+		func	6	48	224	TRUE		1	j-	0.5		0.0377995		FALSE	3		3		3		/sub-85083/ses-1/func/sub-85083_ses-1_task-rest_acq-multiband_run-01_bold.nii.gz		
datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband	1		0	0	0	0	0	0	0	4	64	64	48	0.025	0.025	0.000599992	0.000599992	4	30	TRUE	LAS+		func	6	48	1200	TRUE		1	j-	0.5	0.5	0.0377995	0.0377995	FALSE	3	3	3	3	3	3	/sub-85083/ses-1/func/sub-85083_ses-1_task-rest_acq-multiband_run-02_bold.nii.gz		
datatype-anat_run-01_suffix-angio__1	datatype-anat_run-01_suffix-angio	1		0		0		0	0	0	4	288	384	40	0.00366	0.00366			4	18	FALSE	RAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	1	1	/sub-85173/ses-1/anat/sub-85173_ses-1_run-01_angio.nii.gz	1	difficulty locating arteries
datatype-anat_run-02_suffix-angio__1	datatype-anat_run-02_suffix-angio	1		0		0		0	0	0	4	288	384	40	0.00366	0.00366			4	18	FALSE	RAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	1	1	/sub-85173/ses-1/anat/sub-85173_ses-1_run-02_angio.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-axial__1	datatype-anat_run-01_suffix-minIP_acquisition-axial	1		0		0		0	0	0	4	288	384	1	0.00366	0.00366			4	18	FALSE	LAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	40	40	/sub-85173/ses-1/anat/sub-85173_ses-1_acq-axial_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-axial__1	datatype-anat_run-02_suffix-minIP_acquisition-axial	1		0		0		0	0	0	4	288	384	1	0.00366	0.00366			4	18	FALSE	LAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	40	40	/sub-85173/ses-1/anat/sub-85173_ses-1_acq-axial_run-02_minIP.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-coronal__1	datatype-anat_run-01_suffix-minIP_acquisition-coronal	1		0		0		0	0	0	4	288	76	1	0.00366	0.00366			4	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	200	200	/sub-85173/ses-1/anat/sub-85173_ses-1_acq-coronal_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-coronal__1	datatype-anat_run-02_suffix-minIP_acquisition-coronal	1		0		0		0	0	0	4	288	76	1	0.00366	0.00366			4	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	200	200	/sub-85173/ses-1/anat/sub-85173_ses-1_acq-coronal_run-02_minIP.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-01_suffix-minIP_acquisition-sagittal	1		0		0		0	0	0	4	384	76	1	0.00366	0.00366			4	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	150	150	/sub-85173/ses-1/anat/sub-85173_ses-1_acq-sagittal_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-02_suffix-minIP_acquisition-sagittal	1		0		0		0	0	0	4	384	76	1	0.00366	0.00366			4	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833015	0.520833015	0.520833015	150	150	/sub-85173/ses-1/anat/sub-85173_ses-1_acq-sagittal_run-02_minIP.nii.gz	0	
datatype-func_run-02_suffix-bold_task-face_acquisition-singleband__1	datatype-func_run-02_suffix-bold_task-face_acquisition-singleband	1		0	0	0	0	0	0	0	2	64	64	32	0.025	0.025	0.000530002	0.000530002	2	30	TRUE	LAS+		func		32	178	TRUE		1	j-	2	2	0.0333901	0.0333901	FALSE	3.4375	3.4375	3.4375	3.4375	3.400000095	3.400000095	/sub-86350/ses-1/func/sub-86350_ses-1_task-face_acq-singleband_run-02_bold.nii.gz		
datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband	1		0	0	0	0	0	0	0	4	64	64	48	0.025	0.025	0.000599992	0.000599992	4	30	TRUE	LAS+		func	6	48	1200	TRUE		1	j-	0.5	0.5	0.0377995	0.0377995	FALSE	3	3	3	3	3	3	/sub-86924/ses-1/func/sub-86924_ses-1_task-rest_acq-multiband_run-02_bold.nii.gz		
datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes141__1	datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes141	1									1	64	64	48	0.025		0.000599992		1	30	TRUE	LAS+		func	6	48	141	TRUE		1	j-	0.5		0.0377995		FALSE	3		3		3		/sub-86924/ses-1/func/sub-86924_ses-1_task-rest_acq-multibandVARIANTNumVolumes141_run-01_bold.nii.gz		
datatype-anat_run-01_suffix-angio__1	datatype-anat_run-01_suffix-angio	1		0		0		0	0	0	4	288	384	40	0.00366	0.00366			4	18	FALSE	RAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	1	1	/sub-87538/ses-1/anat/sub-87538_ses-1_run-01_angio.nii.gz	1	difficulty locating arteries
datatype-anat_run-02_suffix-angio__1	datatype-anat_run-02_suffix-angio	1		0		0		0	0	0	4	288	384	40	0.00366	0.00366			4	18	FALSE	RAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	1	1	/sub-87538/ses-1/anat/sub-87538_ses-1_run-02_angio.nii.gz	1	
datatype-anat_run-03_suffix-angio__1	datatype-anat_run-03_suffix-angio	1									1	288	384	40	0.00366				1	18	FALSE	RAS+		anat		0	1	FALSE		0.75		0.022				FALSE	0.520833313		0.520833313		1		/sub-87538/ses-1/anat/sub-87538_ses-1_run-03_angio.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-axial__1	datatype-anat_run-01_suffix-minIP_acquisition-axial	1		0		0		0	0	0	4	288	384	1	0.00366	0.00366			4	18	FALSE	LAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	40	40	/sub-87538/ses-1/anat/sub-87538_ses-1_acq-axial_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-axial__1	datatype-anat_run-02_suffix-minIP_acquisition-axial	1		0		0		0	0	0	4	288	384	1	0.00366	0.00366			4	18	FALSE	LAS+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	40	40	/sub-87538/ses-1/anat/sub-87538_ses-1_acq-axial_run-02_minIP.nii.gz	1	
datatype-anat_run-03_suffix-minIP_acquisition-axial__1	datatype-anat_run-03_suffix-minIP_acquisition-axial	1									1	288	384	1	0.00366				1	18	FALSE	LAS+		anat		0	1	FALSE		0.75		0.022				FALSE	0.520833313		0.520833313		40		/sub-87538/ses-1/anat/sub-87538_ses-1_acq-axial_run-03_minIP.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-coronal__1	datatype-anat_run-01_suffix-minIP_acquisition-coronal	1		0		0		0	0	0	4	288	76	1	0.00366	0.00366			4	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	200	200	/sub-87538/ses-1/anat/sub-87538_ses-1_acq-coronal_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-coronal__1	datatype-anat_run-02_suffix-minIP_acquisition-coronal	1		0		0		0	0	0	4	288	76	1	0.00366	0.00366			4	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	200	200	/sub-87538/ses-1/anat/sub-87538_ses-1_acq-coronal_run-02_minIP.nii.gz	1	
datatype-anat_run-03_suffix-minIP_acquisition-coronal__1	datatype-anat_run-03_suffix-minIP_acquisition-coronal	1									1	288	76	1	0.00366				1	18	FALSE	LSP+		anat		0	1	FALSE		0.75		0.022				FALSE	0.520833313		0.520833313		200		/sub-87538/ses-1/anat/sub-87538_ses-1_acq-coronal_run-03_minIP.nii.gz	0	
datatype-anat_run-01_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-01_suffix-minIP_acquisition-sagittal	1		0		0		0	0	0	4	384	76	1	0.00366	0.00366			4	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	150	150	/sub-87538/ses-1/anat/sub-87538_ses-1_acq-sagittal_run-01_minIP.nii.gz	1	
datatype-anat_run-02_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-02_suffix-minIP_acquisition-sagittal	1		0		0		0	0	0	4	384	76	1	0.00366	0.00366			4	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022	0.022			FALSE	0.520833015	0.520833313	0.520833015	0.520833313	150	150	/sub-87538/ses-1/anat/sub-87538_ses-1_acq-sagittal_run-02_minIP.nii.gz	1	
datatype-anat_run-03_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-03_suffix-minIP_acquisition-sagittal	1									1	384	76	1	0.00366				1	18	FALSE	PSR+		anat		0	1	FALSE		0.75		0.022				FALSE	0.520833313		0.520833313		150		/sub-87538/ses-1/anat/sub-87538_ses-1_acq-sagittal_run-03_minIP.nii.gz	0	
datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband	1									1	64	64	46	0.032		0.000550002		1	30	TRUE	LAS+		func		46	3	TRUE		1	j-	3		0.0346501		FALSE	3		3		3		/sub-90077/ses-1/func/sub-90077_ses-1_task-fracback_acq-singleband_run-01_bold.nii.gz		
datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband	1									1	64	64	46	0.032		0.000550002		1	30	TRUE	LAS+		func		46	231	TRUE		1	j-	3		0.0346501		FALSE	3		3		3		/sub-90077/ses-1/func/sub-90077_ses-1_task-fracback_acq-singleband_run-02_bold.nii.gz		
datatype-anat_run-01_suffix-T2w__1	datatype-anat_run-01_suffix-T2w	1									1	176	256	256	0.408				1	120	FALSE	RAS+		anat		0	1	FALSE	2	1	i	3.2				FALSE	1		0.976562977		0.976562977		/sub-95015/ses-1/anat/sub-95015_ses-1_run-01_T2w.nii.gz	1	motion
datatype-anat_run-02_suffix-T2w__1	datatype-anat_run-02_suffix-T2w	1									1	176	256	256	0.408				1	120	FALSE	RAS+		anat		0	1	FALSE	2	1	i	3.2				FALSE	1		0.976562977		0.976562977		/sub-95015/ses-1/anat/sub-95015_ses-1_run-02_T2w.nii.gz	0	
datatype-anat_run-01_suffix-T1w__1	datatype-anat_run-01_suffix-T1w	1		0		0		0	0	0	8	192	256	160	0.00345	0.00345			8	9	FALSE	RAS+		anat		0	1	FALSE	2	1		1.81	1.81			FALSE	0.9375	0.9375	0.9375	0.9375	1	1	/sub-98394/ses-1/anat/sub-98394_ses-1_run-01_T1w.nii.gz	1	ringing
datatype-anat_run-02_suffix-T1w__1	datatype-anat_run-02_suffix-T1w	1		0		0		0	0	0	8	192	256	160	0.00345	0.00345			8	9	FALSE	RAS+		anat		0	1	FALSE	2	1		1.81	1.81			FALSE	0.9375	0.9375	0.9375	0.9375	1	1	/sub-98394/ses-1/anat/sub-98394_ses-1_run-02_T1w.nii.gz	0	
