action	modality	subject	session	source_path	dest_path
DELETE	T1w	sub-87538	ses-1	/cbica/projects/grmpy/data/bids/sub-87538/ses-1/anat/sub-87538_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-87538	ses-1	/cbica/projects/grmpy/data/bids/sub-87538/ses-1/anat/sub-87538_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-87538	ses-1	/cbica/projects/grmpy/data/bids/sub-87538/ses-1/anat/sub-87538_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-105309	ses-1	/cbica/projects/grmpy/data/bids/sub-105309/ses-1/anat/sub-105309_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-105309	ses-1	/cbica/projects/grmpy/data/bids/sub-105309/ses-1/anat/sub-105309_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-105309	ses-1	/cbica/projects/grmpy/data/bids/sub-105309/ses-1/anat/sub-105309_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-105309	ses-1	/cbica/projects/grmpy/data/bids/sub-105309/ses-1/anat/sub-105309_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-83835	ses-1	/cbica/projects/grmpy/data/bids/sub-83835/ses-1/anat/sub-83835_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-83835	ses-1	/cbica/projects/grmpy/data/bids/sub-83835/ses-1/anat/sub-83835_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-83835	ses-1	/cbica/projects/grmpy/data/bids/sub-83835/ses-1/anat/sub-83835_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-83835	ses-1	/cbica/projects/grmpy/data/bids/sub-83835/ses-1/anat/sub-83835_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-82492	ses-1	/cbica/projects/grmpy/data/bids/sub-82492/ses-1/anat/sub-82492_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-82492	ses-1	/cbica/projects/grmpy/data/bids/sub-82492/ses-1/anat/sub-82492_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-82492	ses-1	/cbica/projects/grmpy/data/bids/sub-82492/ses-1/anat/sub-82492_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-82492	ses-1	/cbica/projects/grmpy/data/bids/sub-82492/ses-1/anat/sub-82492_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-88773	ses-1	/cbica/projects/grmpy/data/bids/sub-88773/ses-1/anat/sub-88773_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-88773	ses-1	/cbica/projects/grmpy/data/bids/sub-88773/ses-1/anat/sub-88773_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-88773	ses-1	/cbica/projects/grmpy/data/bids/sub-88773/ses-1/anat/sub-88773_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-88773	ses-1	/cbica/projects/grmpy/data/bids/sub-88773/ses-1/anat/sub-88773_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_run-01_rec-defaced_T1w.json	
DELETE	T1w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_run-02_rec-defaced_T1w.json	
DELETE	T1w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_run-01_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-98394	ses-1	/cbica/projects/grmpy/data/bids/sub-98394/ses-1/anat/sub-98394_ses-1_run-02_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-87457	ses-1	/cbica/projects/grmpy/data/bids/sub-87457/ses-1/anat/sub-87457_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-87457	ses-1	/cbica/projects/grmpy/data/bids/sub-87457/ses-1/anat/sub-87457_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-87457	ses-1	/cbica/projects/grmpy/data/bids/sub-87457/ses-1/anat/sub-87457_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-87457	ses-1	/cbica/projects/grmpy/data/bids/sub-87457/ses-1/anat/sub-87457_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-87346	ses-1	/cbica/projects/grmpy/data/bids/sub-87346/ses-1/anat/sub-87346_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-87346	ses-1	/cbica/projects/grmpy/data/bids/sub-87346/ses-1/anat/sub-87346_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-87346	ses-1	/cbica/projects/grmpy/data/bids/sub-87346/ses-1/anat/sub-87346_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-87346	ses-1	/cbica/projects/grmpy/data/bids/sub-87346/ses-1/anat/sub-87346_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-20941	ses-1	/cbica/projects/grmpy/data/bids/sub-20941/ses-1/anat/sub-20941_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-20941	ses-1	/cbica/projects/grmpy/data/bids/sub-20941/ses-1/anat/sub-20941_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-20941	ses-1	/cbica/projects/grmpy/data/bids/sub-20941/ses-1/anat/sub-20941_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-20941	ses-1	/cbica/projects/grmpy/data/bids/sub-20941/ses-1/anat/sub-20941_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-110354	ses-1	/cbica/projects/grmpy/data/bids/sub-110354/ses-1/anat/sub-110354_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-110354	ses-1	/cbica/projects/grmpy/data/bids/sub-110354/ses-1/anat/sub-110354_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-110354	ses-1	/cbica/projects/grmpy/data/bids/sub-110354/ses-1/anat/sub-110354_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-110354	ses-1	/cbica/projects/grmpy/data/bids/sub-110354/ses-1/anat/sub-110354_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-109646	ses-1	/cbica/projects/grmpy/data/bids/sub-109646/ses-1/anat/sub-109646_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-109646	ses-1	/cbica/projects/grmpy/data/bids/sub-109646/ses-1/anat/sub-109646_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-109646	ses-1	/cbica/projects/grmpy/data/bids/sub-109646/ses-1/anat/sub-109646_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-109646	ses-1	/cbica/projects/grmpy/data/bids/sub-109646/ses-1/anat/sub-109646_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-81760	ses-1	/cbica/projects/grmpy/data/bids/sub-81760/ses-1/anat/sub-81760_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-81760	ses-1	/cbica/projects/grmpy/data/bids/sub-81760/ses-1/anat/sub-81760_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-81760	ses-1	/cbica/projects/grmpy/data/bids/sub-81760/ses-1/anat/sub-81760_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-81760	ses-1	/cbica/projects/grmpy/data/bids/sub-81760/ses-1/anat/sub-81760_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-110828	ses-1	/cbica/projects/grmpy/data/bids/sub-110828/ses-1/anat/sub-110828_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-110828	ses-1	/cbica/projects/grmpy/data/bids/sub-110828/ses-1/anat/sub-110828_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-110828	ses-1	/cbica/projects/grmpy/data/bids/sub-110828/ses-1/anat/sub-110828_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-110828	ses-1	/cbica/projects/grmpy/data/bids/sub-110828/ses-1/anat/sub-110828_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-86444	ses-1	/cbica/projects/grmpy/data/bids/sub-86444/ses-1/anat/sub-86444_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-86444	ses-1	/cbica/projects/grmpy/data/bids/sub-86444/ses-1/anat/sub-86444_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-86444	ses-1	/cbica/projects/grmpy/data/bids/sub-86444/ses-1/anat/sub-86444_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-86444	ses-1	/cbica/projects/grmpy/data/bids/sub-86444/ses-1/anat/sub-86444_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-92193	ses-1	/cbica/projects/grmpy/data/bids/sub-92193/ses-1/anat/sub-92193_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-92193	ses-1	/cbica/projects/grmpy/data/bids/sub-92193/ses-1/anat/sub-92193_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-92193	ses-1	/cbica/projects/grmpy/data/bids/sub-92193/ses-1/anat/sub-92193_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-92193	ses-1	/cbica/projects/grmpy/data/bids/sub-92193/ses-1/anat/sub-92193_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-126554	ses-1	/cbica/projects/grmpy/data/bids/sub-126554/ses-1/anat/sub-126554_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-126554	ses-1	/cbica/projects/grmpy/data/bids/sub-126554/ses-1/anat/sub-126554_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-126554	ses-1	/cbica/projects/grmpy/data/bids/sub-126554/ses-1/anat/sub-126554_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-126554	ses-1	/cbica/projects/grmpy/data/bids/sub-126554/ses-1/anat/sub-126554_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-90060	ses-1	/cbica/projects/grmpy/data/bids/sub-90060/ses-1/anat/sub-90060_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-90060	ses-1	/cbica/projects/grmpy/data/bids/sub-90060/ses-1/anat/sub-90060_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-90060	ses-1	/cbica/projects/grmpy/data/bids/sub-90060/ses-1/anat/sub-90060_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-90060	ses-1	/cbica/projects/grmpy/data/bids/sub-90060/ses-1/anat/sub-90060_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-01_rec-defaced_T2w.json	
DELETE	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-01_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_rec-defaced_T2w.json	
DELETE	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-01_rec-defaced_T1w.json	
DELETE	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-02_rec-defaced_T1w.json	
DELETE	T1w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_run-01_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-95257	ses-1	/cbica/projects/grmpy/data/bids/sub-95257/ses-1/anat/sub-95257_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-95257	ses-2	/cbica/projects/grmpy/data/bids/sub-95257/ses-2/anat/sub-95257_ses-2_rec-defaced_T2w.json	
DELETE	T2w	sub-95257	ses-2	/cbica/projects/grmpy/data/bids/sub-95257/ses-2/anat/sub-95257_ses-2_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-95257	ses-2	/cbica/projects/grmpy/data/bids/sub-95257/ses-2/anat/sub-95257_ses-2_rec-defaced_T1w.json	
DELETE	T1w	sub-95257	ses-2	/cbica/projects/grmpy/data/bids/sub-95257/ses-2/anat/sub-95257_ses-2_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-20313	ses-1	/cbica/projects/grmpy/data/bids/sub-20313/ses-1/anat/sub-20313_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-20313	ses-1	/cbica/projects/grmpy/data/bids/sub-20313/ses-1/anat/sub-20313_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-20313	ses-1	/cbica/projects/grmpy/data/bids/sub-20313/ses-1/anat/sub-20313_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-20313	ses-1	/cbica/projects/grmpy/data/bids/sub-20313/ses-1/anat/sub-20313_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-19981	ses-1	/cbica/projects/grmpy/data/bids/sub-19981/ses-1/anat/sub-19981_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-19981	ses-1	/cbica/projects/grmpy/data/bids/sub-19981/ses-1/anat/sub-19981_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-19981	ses-1	/cbica/projects/grmpy/data/bids/sub-19981/ses-1/anat/sub-19981_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-19981	ses-1	/cbica/projects/grmpy/data/bids/sub-19981/ses-1/anat/sub-19981_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-93734	ses-1	/cbica/projects/grmpy/data/bids/sub-93734/ses-1/anat/sub-93734_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-93734	ses-1	/cbica/projects/grmpy/data/bids/sub-93734/ses-1/anat/sub-93734_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-93734	ses-1	/cbica/projects/grmpy/data/bids/sub-93734/ses-1/anat/sub-93734_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-93734	ses-1	/cbica/projects/grmpy/data/bids/sub-93734/ses-1/anat/sub-93734_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-132224	ses-1	/cbica/projects/grmpy/data/bids/sub-132224/ses-1/anat/sub-132224_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-132224	ses-1	/cbica/projects/grmpy/data/bids/sub-132224/ses-1/anat/sub-132224_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-132224	ses-1	/cbica/projects/grmpy/data/bids/sub-132224/ses-1/anat/sub-132224_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-132224	ses-1	/cbica/projects/grmpy/data/bids/sub-132224/ses-1/anat/sub-132224_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-104785	ses-1	/cbica/projects/grmpy/data/bids/sub-104785/ses-1/anat/sub-104785_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-104785	ses-1	/cbica/projects/grmpy/data/bids/sub-104785/ses-1/anat/sub-104785_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-104785	ses-1	/cbica/projects/grmpy/data/bids/sub-104785/ses-1/anat/sub-104785_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-104785	ses-1	/cbica/projects/grmpy/data/bids/sub-104785/ses-1/anat/sub-104785_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-20327	ses-1	/cbica/projects/grmpy/data/bids/sub-20327/ses-1/anat/sub-20327_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-20327	ses-1	/cbica/projects/grmpy/data/bids/sub-20327/ses-1/anat/sub-20327_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-20327	ses-1	/cbica/projects/grmpy/data/bids/sub-20327/ses-1/anat/sub-20327_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-20327	ses-1	/cbica/projects/grmpy/data/bids/sub-20327/ses-1/anat/sub-20327_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-88608	ses-1	/cbica/projects/grmpy/data/bids/sub-88608/ses-1/anat/sub-88608_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-88608	ses-1	/cbica/projects/grmpy/data/bids/sub-88608/ses-1/anat/sub-88608_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-88608	ses-1	/cbica/projects/grmpy/data/bids/sub-88608/ses-1/anat/sub-88608_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-88608	ses-1	/cbica/projects/grmpy/data/bids/sub-88608/ses-1/anat/sub-88608_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-86486	ses-1	/cbica/projects/grmpy/data/bids/sub-86486/ses-1/anat/sub-86486_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-86486	ses-1	/cbica/projects/grmpy/data/bids/sub-86486/ses-1/anat/sub-86486_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-86486	ses-1	/cbica/projects/grmpy/data/bids/sub-86486/ses-1/anat/sub-86486_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-86486	ses-1	/cbica/projects/grmpy/data/bids/sub-86486/ses-1/anat/sub-86486_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-120562	ses-1	/cbica/projects/grmpy/data/bids/sub-120562/ses-1/anat/sub-120562_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-120562	ses-1	/cbica/projects/grmpy/data/bids/sub-120562/ses-1/anat/sub-120562_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-120562	ses-1	/cbica/projects/grmpy/data/bids/sub-120562/ses-1/anat/sub-120562_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-120562	ses-1	/cbica/projects/grmpy/data/bids/sub-120562/ses-1/anat/sub-120562_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-98567	ses-1	/cbica/projects/grmpy/data/bids/sub-98567/ses-1/anat/sub-98567_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-98567	ses-1	/cbica/projects/grmpy/data/bids/sub-98567/ses-1/anat/sub-98567_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-98567	ses-1	/cbica/projects/grmpy/data/bids/sub-98567/ses-1/anat/sub-98567_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-98567	ses-1	/cbica/projects/grmpy/data/bids/sub-98567/ses-1/anat/sub-98567_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-20963	ses-1	/cbica/projects/grmpy/data/bids/sub-20963/ses-1/anat/sub-20963_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-20963	ses-1	/cbica/projects/grmpy/data/bids/sub-20963/ses-1/anat/sub-20963_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-20963	ses-1	/cbica/projects/grmpy/data/bids/sub-20963/ses-1/anat/sub-20963_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-20963	ses-1	/cbica/projects/grmpy/data/bids/sub-20963/ses-1/anat/sub-20963_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-132657	ses-1	/cbica/projects/grmpy/data/bids/sub-132657/ses-1/anat/sub-132657_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-132657	ses-1	/cbica/projects/grmpy/data/bids/sub-132657/ses-1/anat/sub-132657_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-132657	ses-1	/cbica/projects/grmpy/data/bids/sub-132657/ses-1/anat/sub-132657_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-132657	ses-1	/cbica/projects/grmpy/data/bids/sub-132657/ses-1/anat/sub-132657_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-118990	ses-1	/cbica/projects/grmpy/data/bids/sub-118990/ses-1/anat/sub-118990_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-118990	ses-1	/cbica/projects/grmpy/data/bids/sub-118990/ses-1/anat/sub-118990_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-118990	ses-1	/cbica/projects/grmpy/data/bids/sub-118990/ses-1/anat/sub-118990_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-118990	ses-1	/cbica/projects/grmpy/data/bids/sub-118990/ses-1/anat/sub-118990_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-97994	ses-1	/cbica/projects/grmpy/data/bids/sub-97994/ses-1/anat/sub-97994_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-97994	ses-1	/cbica/projects/grmpy/data/bids/sub-97994/ses-1/anat/sub-97994_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-97994	ses-1	/cbica/projects/grmpy/data/bids/sub-97994/ses-1/anat/sub-97994_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-97994	ses-1	/cbica/projects/grmpy/data/bids/sub-97994/ses-1/anat/sub-97994_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-106071	ses-1	/cbica/projects/grmpy/data/bids/sub-106071/ses-1/anat/sub-106071_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-106071	ses-1	/cbica/projects/grmpy/data/bids/sub-106071/ses-1/anat/sub-106071_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-105979	ses-1	/cbica/projects/grmpy/data/bids/sub-105979/ses-1/anat/sub-105979_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-105979	ses-1	/cbica/projects/grmpy/data/bids/sub-105979/ses-1/anat/sub-105979_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-105979	ses-1	/cbica/projects/grmpy/data/bids/sub-105979/ses-1/anat/sub-105979_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-105979	ses-1	/cbica/projects/grmpy/data/bids/sub-105979/ses-1/anat/sub-105979_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-92211	ses-1	/cbica/projects/grmpy/data/bids/sub-92211/ses-1/anat/sub-92211_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-92211	ses-1	/cbica/projects/grmpy/data/bids/sub-92211/ses-1/anat/sub-92211_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-92211	ses-1	/cbica/projects/grmpy/data/bids/sub-92211/ses-1/anat/sub-92211_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-92211	ses-1	/cbica/projects/grmpy/data/bids/sub-92211/ses-1/anat/sub-92211_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-81725	ses-1	/cbica/projects/grmpy/data/bids/sub-81725/ses-1/anat/sub-81725_ses-1_rec-defaced_T1w.json	
DELETE	T1w	sub-81725	ses-1	/cbica/projects/grmpy/data/bids/sub-81725/ses-1/anat/sub-81725_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-81725	ses-1	/cbica/projects/grmpy/data/bids/sub-81725/ses-1/anat/sub-81725_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-81725	ses-1	/cbica/projects/grmpy/data/bids/sub-81725/ses-1/anat/sub-81725_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-21016	ses-1	/cbica/projects/grmpy/data/bids/sub-21016/ses-1/anat/sub-21016_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-21016	ses-1	/cbica/projects/grmpy/data/bids/sub-21016/ses-1/anat/sub-21016_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-21016	ses-1	/cbica/projects/grmpy/data/bids/sub-21016/ses-1/anat/sub-21016_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-21016	ses-1	/cbica/projects/grmpy/data/bids/sub-21016/ses-1/anat/sub-21016_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-20649	ses-1	/cbica/projects/grmpy/data/bids/sub-20649/ses-1/anat/sub-20649_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-20649	ses-1	/cbica/projects/grmpy/data/bids/sub-20649/ses-1/anat/sub-20649_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-20649	ses-1	/cbica/projects/grmpy/data/bids/sub-20649/ses-1/anat/sub-20649_ses-1_rec-defaced_T2w.json	
DELETE	T2w	sub-20649	ses-1	/cbica/projects/grmpy/data/bids/sub-20649/ses-1/anat/sub-20649_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-20981	ses-1	/cbica/projects/grmpy/data/bids/sub-20981/ses-1/anat/sub-20981_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-20981	ses-1	/cbica/projects/grmpy/data/bids/sub-20981/ses-1/anat/sub-20981_ses-1_run-02_rec-defaced_T1w.json	
DELETE	T1w	sub-20981	ses-1	/cbica/projects/grmpy/data/bids/sub-20981/ses-1/anat/sub-20981_ses-1_run-01_rec-defaced_T1w.json	
DELETE	T2w	sub-20981	ses-1	/cbica/projects/grmpy/data/bids/sub-20981/ses-1/anat/sub-20981_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-20981	ses-1	/cbica/projects/grmpy/data/bids/sub-20981/ses-1/anat/sub-20981_ses-1_run-01_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-20981	ses-1	/cbica/projects/grmpy/data/bids/sub-20981/ses-1/anat/sub-20981_ses-1_run-02_rec-defaced_T1w.nii.gz	
DELETE	T1w	sub-91962	ses-1	/cbica/projects/grmpy/data/bids/sub-91962/ses-1/anat/sub-91962_ses-1_rec-defaced_T1w.json	
DELETE	T2w	sub-91962	ses-1	/cbica/projects/grmpy/data/bids/sub-91962/ses-1/anat/sub-91962_ses-1_rec-defaced_T2w.json	
DELETE	T1w	sub-91962	ses-1	/cbica/projects/grmpy/data/bids/sub-91962/ses-1/anat/sub-91962_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-91962	ses-1	/cbica/projects/grmpy/data/bids/sub-91962/ses-1/anat/sub-91962_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T2w	sub-99352	ses-1	/cbica/projects/grmpy/data/bids/sub-99352/ses-1/anat/sub-99352_ses-1_rec-defaced_T2w.nii.gz	
DELETE	T1w	sub-99352	ses-1	/cbica/projects/grmpy/data/bids/sub-99352/ses-1/anat/sub-99352_ses-1_rec-defaced_T1w.nii.gz	
DELETE	T2w	sub-99352	ses-1	/cbica/projects/grmpy/data/bids/sub-99352/ses-1/anat/sub-99352_ses-1_rec-defaced_T2w.json	
