Notes	ManualCheck	MergeInto	RenameEntitySet	KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	BackgroundSuppression	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	LookLocker	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VascularCrushing	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
			datatype-func_suffix-bold_task-rest_acquisition-singlebandVARIANTNumVolumes34	datatype-func_suffix-bold_task-rest_acquisition-singleband__3	datatype-func_suffix-bold_task-rest_acquisition-singleband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	216	30	True	LAS+			func		46	34	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
				datatype-func_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_suffix-bold_task-fracback_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	193	64	64	46	0.032	0.00055	201	30	True	LAS+			func		46	231	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
			datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTObliquityFalse	datatype-func_suffix-bold_task-fracback_acquisition-singleband__2	datatype-func_suffix-bold_task-fracback_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	64	64	46	0.032	0.00055	201	30	True	LAS+			func		46	231	False		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
			datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes207	datatype-func_suffix-bold_task-fracback_acquisition-singleband__3	datatype-func_suffix-bold_task-fracback_acquisition-singleband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	201	30	True	LAS+			func		46	207	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
			datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes167	datatype-func_suffix-bold_task-fracback_acquisition-singleband__4	datatype-func_suffix-bold_task-fracback_acquisition-singleband	4			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	201	30	True	LAS+			func		46	167	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
			datatype-func_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes115	datatype-func_suffix-bold_task-fracback_acquisition-singleband__5	datatype-func_suffix-bold_task-fracback_acquisition-singleband	5			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	201	30	True	LAS+			func		46	115	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
				datatype-func_suffix-bold_task-face_acquisition-singleband__1	datatype-func_suffix-bold_task-face_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	46	64	64	32	0.025	0.00053	46	30	True	LAS+			func		32	178	True		1.0	j-	2.0	0.033	False		3.438	3.438	3.4
				datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	True	LAS+			func	6.0	48	224	True		1.0	j-	0.5	0.038	False		3.0	3.0	3.0
			datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes141	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__2	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	True	LAS+			func	6.0	48	141	True		1.0	j-	0.5	0.038	False		3.0	3.0	3.0
			datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes504	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__3	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	True	LAS+			func	6.0	48	504	True		1.0	j-	0.5	0.038	False		3.0	3.0	3.0
			datatype-func_run-01_suffix-bold_task-rest_acquisition-multibandVARIANTNumVolumes34	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband__4	datatype-func_run-01_suffix-bold_task-rest_acquisition-multiband	4			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	48	0.025	0.0006	4	30	True	LAS+			func	6.0	48	34	True		1.0	j-	0.5	0.038	False		3.0	3.0	3.0
				datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_run-02_suffix-bold_task-rest_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	64	64	48	0.025	0.0006	4	30	True	LAS+			func	6.0	48	1200	True		1.0	j-	0.5	0.038	False		3.0	3.0	3.0
				datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	True	LAS+			func		46	3	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
			datatype-func_run-01_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes89	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband__2	datatype-func_run-01_suffix-bold_task-fracback_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	True	LAS+			func		46	89	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
				datatype-func_run-02_suffix-bold_task-face_acquisition-singleband__1	datatype-func_run-02_suffix-bold_task-face_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	64	64	32	0.025	0.00053	2	30	True	LAS+			func		32	178	True		1.0	j-	2.0	0.033	False		3.438	3.438	3.4
				datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband__1	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	True	LAS+			func		46	231	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
			datatype-func_run-02_suffix-bold_task-fracback_acquisition-singlebandVARIANTNumVolumes40	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband__2	datatype-func_run-02_suffix-bold_task-fracback_acquisition-singleband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	64	64	46	0.032	0.00055	2	30	True	LAS+			func		46	40	True		1.0	j-	3.0	0.035	False		3.0	3.0	3.0
				datatype-func_run-01_suffix-bold_task-face_acquisition-singleband__1	datatype-func_run-01_suffix-bold_task-face_acquisition-singleband	1										1	64	64	32	0.025	0.00053	1	30	True	LAS+			func		32	3	True		1.0	j-	2.0	0.033	False		3.438	3.438	3.4
				datatype-perf_suffix-asl__1	datatype-perf_suffix-asl	1	PCASL	False	0.0		2.0		0.0	0.0	0.0	114	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	False		1.0		4.29845		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC0	datatype-perf_suffix-asl__2	datatype-perf_suffix-asl	2	PCASL	False	0.0		0.0		0.0	0.0	0.0	74	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	False		1.0		4.29842		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC0	datatype-perf_suffix-asl__3	datatype-perf_suffix-asl	3	PCASL	False	0.0		0.0		0.0	0.0	0.0	11	64	64	32	0.01		220	90	False		False	Absent	perf		0	80	False		1.0		4.29842		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsent	datatype-perf_suffix-asl__4	datatype-perf_suffix-asl	4	PCASL	False	0.0		2.0		0.0	0.0	0.0	3	64	64	32	0.01		220	90	False		False	Absent	perf		0	80	False		1.0		4.29845		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes26	datatype-perf_suffix-asl__5	datatype-perf_suffix-asl	5	PCASL	False	0.0		2.0		0.0	0.0	0.0	3	64	64	32	0.01		220	90	False		False	Absent	perf		0	26	False		1.0		4.29845		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC0ObliquityTrue	datatype-perf_suffix-asl__6	datatype-perf_suffix-asl	6	PCASL	False	0.0		0.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	True		1.0		4.29842		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC7	datatype-perf_suffix-asl__7	datatype-perf_suffix-asl	7	PCASL	False	0.0		7.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Absent	perf		0	80	False		1.0		4.57712		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC0VoxelSizeDim3C1	datatype-perf_suffix-asl__8	datatype-perf_suffix-asl	8	PCASL	False	0.0		0.0		0.0	0.0	1.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	False		1.0		4.29842		False	False	3.75	3.75	22.5
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC9NumVolumes70	datatype-perf_suffix-asl__9	datatype-perf_suffix-asl	9	PCASL	False	0.0		9.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	70	False		1.0		4.34167		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes27	datatype-perf_suffix-asl__10	datatype-perf_suffix-asl	10	PCASL	False	0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Absent	perf		0	27	False		1.0		4.29845		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC6NumVolumes69	datatype-perf_suffix-asl__11	datatype-perf_suffix-asl	11	PCASL	False	0.0		6.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	69	False		1.0		4.34669		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC11	datatype-perf_suffix-asl__12	datatype-perf_suffix-asl	12	PCASL	False	0.0		11.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Absent	perf		0	80	False		1.0		5.22921		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC10	datatype-perf_suffix-asl__13	datatype-perf_suffix-asl	13	PCASL	False	0.0		10.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	False		1.0		4.54728		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC8NumVolumes72	datatype-perf_suffix-asl__14	datatype-perf_suffix-asl	14	PCASL	False	0.0		8.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	72	False		1.0		4.33204		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentRepetitionTimeC3	datatype-perf_suffix-asl__15	datatype-perf_suffix-asl	15	PCASL	False	0.0		3.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Absent	perf		0	80	False		1.0		4.93975		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC5	datatype-perf_suffix-asl__16	datatype-perf_suffix-asl	16	PCASL	False	0.0		5.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	False		1.0		4.45592		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes14	datatype-perf_suffix-asl__17	datatype-perf_suffix-asl	17	PCASL	False	0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Absent	perf		0	14	False		1.0		4.29845		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTM0TypeAbsentNumVolumes74	datatype-perf_suffix-asl__18	datatype-perf_suffix-asl	18	PCASL	False	0.0		2.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Absent	perf		0	74	False		1.0		4.29845		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC4NumVolumes79	datatype-perf_suffix-asl__19	datatype-perf_suffix-asl	19	PCASL	False	0.0		4.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	79	False		1.0		4.30224		False	False	3.75	3.75	3.75
			datatype-perf_suffix-asl_acquisition-VARIANTRepetitionTimeC1	datatype-perf_suffix-asl__20	datatype-perf_suffix-asl	20	PCASL	False	0.0		1.0		0.0	0.0	0.0	1	64	64	32	0.01		220	90	False		False	Separate	perf		0	80	False		1.0		4.38772		False	False	3.75	3.75	3.75
				datatype-perf_suffix-m0scan__1	datatype-perf_suffix-m0scan	1			0.0		0.0		0.0	0.0	0.0	192	64	64	32	0.01		192	90	False				perf		0	2	False		1.0		4.0		True		3.75	3.75	3.75
				datatype-perf_suffix-m0scan_acquisition-VARIANTObliqueVoxelSizeDim3C1__1	datatype-perf_suffix-m0scan_acquisition-VARIANTObliqueVoxelSizeDim3C1	1										1	64	64	32	0.01		1	90	False				perf		0	2	True		1.0		4.0		True		3.75	3.75	7.5
				datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC1__1	datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC1	1										1	64	64	32	0.01		1	90	False				perf		0	2	False		1.0		4.1536		True		3.75	3.75	3.75
				datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC2__1	datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC2	1										1	64	64	32	0.01		1	90	False				perf		0	2	False		1.0		4.0871		True		3.75	3.75	3.75
				datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC3__1	datatype-perf_suffix-m0scan_acquisition-VARIANTRepetitionTimeC3	1										1	64	64	32	0.01		1	90	False				perf		0	2	False		1.0		4.2427		True		3.75	3.75	3.75
				datatype-perf_suffix-m0scan_acquisition-VARIANTVoxelSizeDim3C1__1	datatype-perf_suffix-m0scan_acquisition-VARIANTVoxelSizeDim3C1	1										1	64	64	32	0.01		1	90	False				perf		0	2	False		1.0		4.0		True		3.75	3.75	7.5
